# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 33K of event 'branch-instructions'
# Event count (approx.): 4576285169
#
# Overhead  Command  Shared Object               Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
# ........  .......  ..........................  ..................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.02%  test     [kernel.kallsyms]             [k] kmem_cache_alloc
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000007da4
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000048e50
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d637
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c13d
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004be93
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c06f
     0.02%  test     [kernel.kallsyms]             [k] free_swap_cache
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004beb3
     0.02%  test     libjpeg.so.8.2.2              [.] 0x00000000000156ae
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c6cf
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000007564
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c77b
     0.02%  test     libtbb.so.12.12               [.] tbb::detail::d1::task* tbb::detail::r1::task_dispatcher::local_wait_for_all<false, tbb::detail::r1::outermost_worker_waiter>(tbb::detail::d1::task*, tbb::detail::r1::outermost_worker_waiter&)
     0.02%  test     [kernel.kallsyms]             [k] pmd_val
     0.02%  test     [kernel.kallsyms]             [k] ext4_fill_raw_inode
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000027910
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000007d54
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c75c
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000027912
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c6d7
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d68e
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000027a4c
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000027850
     0.02%  test     test                          [.] operator new(unsigned long, void*)
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c23a
     0.02%  test     [kernel.kallsyms]             [k] memset_orig
     0.02%  test     libjpeg.so.8.2.2              [.] 0x00000000000271fa
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000007de3
     0.02%  test     [kernel.kallsyms]             [k] memcg_slab_post_alloc_hook
     0.02%  test     libjpeg.so.8.2.2              [.] 0x00000000000271f8
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004bebf
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c3d1
     0.02%  test     [kernel.kallsyms]             [k] pud_val
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c5e6
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004be83
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004bead
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c7d2
     0.02%  test     test                          [.] int const& std::forward<int const&>(std::remove_reference<int const&>::type&)
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004bfe3
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d653
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000027265
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c5b2
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7fe
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004ba69
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c441
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c76a
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d78b
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000007d44
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000007d59
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c119
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d695
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c067
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004bad4
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c6f6
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000048df7
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c04c
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004bea1
     0.02%  test     libjpeg.so.8.2.2              [.] 0x00000000000060e1
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000002794a
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c26e
     0.02%  test     [kernel.kallsyms]             [k] send_to_group
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c5aa
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d6ba
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d54c
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000027920
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000027935
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d65f
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000048e62
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c5f4
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000007500
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000048e21
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000048e25
     0.02%  test     libjpeg.so.8.2.2              [.] 0x00000000000271d3
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000048ea8
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c2af
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000048ce4
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c513
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000015617
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c4a4
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c5ee
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004ba3e
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004baa9
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c18c
     0.02%  test     libjpeg.so.8.2.2              [.] 0x00000000000270d1
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000004c7a9
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000048e33
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000008e17
     0.01%  test     [kernel.kallsyms]             [k] pick_next_task_fair
     0.01%  test     [kernel.kallsyms]             [k] vfs_write
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000004c5a0
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000037360
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000004c41f
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000004c20a
     0.01%  test     [kernel.kallsyms]             [k] delete_from_page_cache_batch
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000004c7e4
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000004c1df
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000004bea7
     0.01%  test     [kernel.kallsyms]             [k] _compound_head
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000003d6da
     0.01%  test     test                          [.] std::sqrt(float)
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000003d4f8
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000003d4d0
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000004c15a
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000003d61b
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000003d8b6
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000004bf17
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000004c78e
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000004c01f
     0.01%  test     [kernel.kallsyms]             [k] __get_vma_policy
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000004c73b
     0.01%  test     libz.so.1.2.11                [.] inflate
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000003d6d7
     0.01%  test     [kernel.kallsyms]             [k] policy_nodemask
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7ac
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000004c323
     0.01%  test     [kernel.kallsyms]             [k] filemap_get_folios
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000027931
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000004c2b3
     0.01%  test     [kernel.kallsyms]             [k] fsnotify
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000027a59
     0.01%  test     [kernel.kallsyms]             [k] ext4_inode_csum_set
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000004c051
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000027241
     0.01%  test     [kernel.kallsyms]             [k] cache_from_obj
     0.01%  test     libopencv_imgproc.so.4.9.0    [.] cv::hal::resize(int, unsigned char const*, unsigned long, int, int, unsigned char*, unsigned long, int, int, double, double, int)
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000027234
     0.01%  test     libjpeg.so.8.2.2              [.] 0x00000000000277f6
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000027a50
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000003d533
     0.01%  test     [kernel.kallsyms]             [k] filemap_get_folios_tag
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000004c7c0
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000004c0e5
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000002797b
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000004c6f1
     0.01%  test     [kernel.kallsyms]             [k] __es_insert_extent
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000048dde
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000027aa3
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000003d609
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000027237
     0.01%  test     [kernel.kallsyms]             [k] __slab_free
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000028b87
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000000610b
     0.01%  test     [kernel.kallsyms]             [k] truncate_cleanup_folio
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000004bb55
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000048e66
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000004be7b
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000027142
     0.01%  test     [kernel.kallsyms]             [k] xas_clear_mark
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000048e8c
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000048cdb
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000000759e
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000048df3
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000004c5ca
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000004c0dd
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000004c26a
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000048ce0
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000020ea4
     0.01%  test     libjpeg.so.8.2.2              [.] 0x00000000000373eb
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000048def
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000027a98
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000004c20f
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000004c2ff
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000048d39
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000048e11
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000027121
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000048e7b
     0.01%  test     [kernel.kallsyms]             [k] crc32c_pcl_intel_update
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000048e94
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000004c585
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000004c486
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000048e6a
     0.01%  test     test                          [.] std::vector<int, std::allocator<int> >::size() const
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000004c5be
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000003d5f5
